age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,augmentation_salaire_precedente_pct,heures_supplementaires,a_quitte_l_entreprise,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,a_suivi_formation,annee_experience_avant_entreprise,mobilite_interne,evolution_note,utilisation_pee
41,M,2451,Divorcé(e),Consulting,Assistant de Direction,4,9,8,1,3,1,3,3,12,0,0,14,3,Infra & Cloud,Occasionnel,1,8,1,4,1,0,1
30,F,9419,Marié(e),Commercial,Cadre Commercial,2,10,9,2,4,3,3,3,12,0,0,5,3,Infra & Cloud,Occasionnel,7,4,1,2,1,0,1
38,F,8686,Célibataire,Commercial,Cadre Commercial,4,8,3,1,4,3,4,4,22,0,0,1,4,Infra & Cloud,Occasionnel,0,7,1,4,1,2,0
32,M,3038,Célibataire,Consulting,Assistant de Direction,3,5,4,3,3,1,3,4,20,0,0,6,5,Infra & Cloud,Occasionnel,1,4,1,3,1,1,0
27,M,3058,Marié(e),Consulting,Assistant de Direction,0,5,2,3,2,4,2,3,16,1,0,17,3,Entrepreunariat,Occasionnel,1,1,1,1,1,0,1
19,F,2325,Célibataire,Commercial,Représentant Commercial,0,0,0,3,1,1,4,4,21,0,1,1,1,Entrepreunariat,Frequent,0,0,1,1,0,3,0
36,M,2088,Célibataire,Consulting,Consultant,4,8,7,4,2,3,2,3,12,0,0,3,2,Transformation Digitale,Frequent,7,2,1,5,1,0,0
30,M,3072,Divorcé(e),Consulting,Consultant,1,12,9,3,1,3,3,3,11,0,0,9,3,Transformation Digitale,Aucun,6,10,1,0,1,0,1
45,F,5006,Divorcé(e),Commercial,Cadre Commercial,4,5,4,3,1,1,4,3,11,1,0,4,2,Infra & Cloud,Occasionnel,0,3,1,4,1,0,1
56,F,4257,Divorcé(e),Consulting,Assistant de Direction,4,2,2,3,1,3,3,3,18,1,0,8,3,Infra & Cloud,Occasionnel,2,2,1,17,0,0,1
33,M,2500,Célibataire,Consulting,Assistant de Direction,0,3,1,3,4,1,4,3,14,0,0,2,3,Infra & Cloud,Occasionnel,0,2,1,1,1,0,0
19,M,1102,Célibataire,Consulting,Consultant,1,1,0,2,4,3,2,4,22,0,1,2,3,Infra & Cloud,Occasionnel,1,0,1,0,1,2,0
46,F,10453,Divorcé(e),Commercial,Cadre Commercial,1,24,13,2,1,3,3,4,25,0,0,1,2,Marketing,Occasionnel,15,7,1,0,1,1,1
38,F,2288,Célibataire,Consulting,Consultant,1,2,2,3,4,3,3,3,12,0,0,9,2,Infra & Cloud,Occasionnel,2,1,1,0,0,0,0
31,F,3929,Marié(e),Consulting,Assistant de Direction,8,4,2,3,4,3,3,4,23,1,0,12,1,Transformation Digitale,Occasionnel,0,2,0,3,1,1,1
34,F,2311,Célibataire,Consulting,Assistant de Direction,2,3,2,4,2,4,3,3,15,0,0,27,2,Transformation Digitale,Occasionnel,1,2,1,6,1,0,0
41,F,3140,Célibataire,Commercial,Représentant Commercial,1,4,3,2,2,4,2,4,22,1,1,20,2,Marketing,Occasionnel,0,2,1,0,1,1,0
50,M,3690,Marié(e),Consulting,Consultant,2,3,2,3,3,4,2,3,15,0,0,1,3,Transformation Digitale,Occasionnel,0,2,1,2,1,1,1
53,F,4450,Divorcé(e),Consulting,Tech Lead,1,4,2,4,1,3,3,3,11,0,0,13,2,Transformation Digitale,Occasionnel,1,3,1,1,1,-1,1
33,F,2756,Marié(e),Consulting,Assistant de Direction,1,8,7,4,2,4,3,3,13,0,0,14,3,Transformation Digitale,Occasionnel,1,6,1,0,1,0,1
40,F,19033,Marié(e),Consulting,Senior Manager,1,20,8,4,3,2,3,3,14,0,0,4,1,Transformation Digitale,Occasionnel,9,9,1,1,1,0,1
55,M,18722,Célibataire,Consulting,Directeur Technique,8,24,15,3,2,4,3,3,11,0,0,14,4,Transformation Digitale,Occasionnel,2,15,1,12,1,-1,0
34,M,9547,Marié(e),Consulting,Tech Lead,1,10,9,4,3,3,2,3,17,0,0,2,1,Infra & Cloud,Frequent,1,9,1,0,1,1,0
51,F,13734,Célibataire,Consulting,Manager,3,7,7,4,2,3,3,3,18,0,0,3,3,Transformation Digitale,Occasionnel,1,0,1,14,0,0,0
52,M,19999,Marié(e),Consulting,Senior Manager,0,33,18,3,3,1,3,3,14,0,0,1,4,Infra & Cloud,Occasionnel,11,9,1,1,1,1,1
27,F,2279,Célibataire,Consulting,Assistant de Direction,1,7,7,4,2,4,2,3,16,0,0,9,3,Transformation Digitale,Occasionnel,0,3,1,0,0,0,0
35,M,5916,Marié(e),Consulting,Tech Lead,3,1,0,2,3,1,3,3,13,1,1,23,2,Infra & Cloud,Occasionnel,0,1,1,7,1,1,0
43,M,2089,Divorcé(e),Consulting,Assistant de Direction,4,5,4,4,4,4,4,3,14,0,0,7,3,Transformation Digitale,Aucun,2,2,1,2,1,-1,1
45,M,16792,Marié(e),Consulting,Senior Manager,9,20,8,1,4,4,3,4,23,0,0,2,2,Transformation Digitale,Aucun,11,8,1,2,1,2,1
37,M,3564,Marié(e),Consulting,Assistant de Direction,1,8,7,2,1,1,2,3,12,1,0,21,3,Infra & Cloud,Occasionnel,1,7,1,0,1,-1,1
35,F,4425,Célibataire,Consulting,Consultant,5,6,2,2,2,4,3,3,11,0,0,2,3,Transformation Digitale,Frequent,1,2,1,4,1,0,0
42,F,5265,Divorcé(e),Consulting,Tech Lead,2,5,3,3,3,2,3,3,16,0,0,21,2,Transformation Digitale,Aucun,0,2,1,6,1,0,1
38,M,6553,Marié(e),Consulting,Tech Lead,9,1,0,4,3,2,3,3,14,0,0,2,4,Infra & Cloud,Occasionnel,0,0,1,13,1,0,0
38,M,6261,Marié(e),Consulting,Tech Lead,3,7,7,4,4,1,1,3,18,0,0,29,3,Entrepreunariat,Occasionnel,1,7,1,2,0,0,1
27,M,4298,Marié(e),Consulting,Tech Lead,5,2,2,3,1,3,3,3,19,0,0,1,1,Entrepreunariat,Frequent,2,0,1,4,0,1,1
49,M,6804,Divorcé(e),Consulting,Tech Lead,1,7,7,4,4,1,3,3,15,1,0,18,4,Infra & Cloud,Aucun,1,7,0,0,0,0,1
34,M,3815,Divorcé(e),Consulting,Assistant de Direction,1,5,3,4,3,4,4,3,17,1,0,10,4,Transformation Digitale,Frequent,2,0,1,0,1,0,1
40,M,2741,Marié(e),Consulting,Consultant,8,7,2,3,4,3,4,3,15,1,0,19,2,Transformation Digitale,Occasionnel,3,7,1,8,1,0,1
38,M,6673,Marié(e),Consulting,Manager,7,1,0,2,1,2,3,3,19,1,1,29,1,Transformation Digitale,Occasionnel,0,0,1,16,1,0,0
29,F,7639,Marié(e),Commercial,Cadre Commercial,1,10,4,2,4,4,2,4,22,0,1,27,3,Marketing,Occasionnel,1,9,1,0,1,1,1
22,M,2328,Divorcé(e),Consulting,Assistant de Direction,1,4,2,4,2,1,2,3,16,1,0,5,3,Infra & Cloud,Occasionnel,2,2,1,0,1,-1,1
36,F,2153,Célibataire,Consulting,Consultant,1,8,1,2,4,1,3,3,13,0,0,18,1,Transformation Digitale,Frequent,1,7,1,0,1,0,0
40,M,4876,Marié(e),Consulting,Manager,9,3,2,4,4,4,1,3,14,0,0,9,5,Infra & Cloud,Aucun,0,2,1,2,1,1,1
46,M,9396,Divorcé(e),Consulting,Manager,7,4,2,4,1,3,3,3,16,0,0,1,4,Transformation Digitale,Occasionnel,0,3,1,13,1,0,1
32,M,10400,Marié(e),Commercial,Cadre Commercial,1,14,8,4,4,3,2,3,11,0,1,4,4,Transformation Digitale,Occasionnel,9,8,1,0,1,2,0
30,M,8474,Célibataire,Consulting,Tech Lead,1,11,8,3,3,3,3,4,22,0,0,1,1,Infra & Cloud,Aucun,5,8,1,1,1,2,0
27,F,9981,Célibataire,Commercial,Cadre Commercial,1,7,7,4,3,4,3,3,14,0,0,20,3,Infra & Cloud,Frequent,0,7,1,0,0,0,0
51,M,12490,Marié(e),Consulting,Directeur Technique,5,10,9,2,2,4,1,3,16,0,0,8,4,Infra & Cloud,Occasionnel,4,7,1,6,1,1,1
30,F,2657,Célibataire,Consulting,Assistant de Direction,5,5,2,4,1,3,3,3,11,1,1,3,3,Entrepreunariat,Occasionnel,0,4,1,3,1,0,0
41,F,13591,Célibataire,Commercial,Senior Manager,3,1,0,4,4,3,3,3,18,1,0,6,3,Infra & Cloud,Occasionnel,0,0,1,15,1,0,0
30,F,6696,Célibataire,Commercial,Cadre Commercial,5,6,3,3,1,3,2,3,15,0,1,26,4,Marketing,Frequent,0,1,1,3,1,1,0
29,M,2058,Célibataire,Consulting,Assistant de Direction,0,6,2,3,3,4,2,3,14,0,1,1,3,Entrepreunariat,Occasionnel,1,5,1,1,1,0,0
45,F,8865,Célibataire,Commercial,Cadre Commercial,6,19,7,4,4,4,3,3,12,0,0,6,3,Transformation Digitale,Aucun,12,8,1,4,1,1,0
54,F,5940,Marié(e),Commercial,Cadre Commercial,2,6,2,4,1,4,3,3,14,0,0,3,3,Marketing,Occasionnel,0,5,1,10,1,0,1
36,M,5914,Célibataire,Consulting,Consultant,8,13,11,4,2,4,4,3,16,0,0,5,2,Infra & Cloud,Occasionnel,3,7,1,3,1,0,0
33,F,2622,Marié(e),Consulting,Assistant de Direction,6,3,2,3,2,4,3,4,21,0,0,4,4,Transformation Digitale,Occasionnel,1,1,1,4,1,2,0
37,M,12185,Divorcé(e),Consulting,Directeur Technique,1,10,8,2,4,3,3,3,14,1,0,11,3,Autre,Frequent,0,7,1,0,1,0,1
38,M,10609,Divorcé(e),Commercial,Cadre Commercial,0,16,10,1,3,3,2,3,12,0,0,3,3,Infra & Cloud,Occasionnel,5,13,1,1,1,0,1
31,M,4345,Marié(e),Consulting,Tech Lead,0,5,4,3,3,4,3,3,12,0,0,1,4,Transformation Digitale,Aucun,1,4,1,1,1,2,1
59,M,2177,Marié(e),Consulting,Assistant de Direction,3,1,0,3,4,1,3,3,17,0,0,3,3,Infra & Cloud,Occasionnel,0,0,1,6,1,1,1
37,M,2793,Divorcé(e),Commercial,Représentant Commercial,4,9,8,1,4,3,3,3,17,0,0,4,4,Marketing,Frequent,5,8,1,4,1,0,1
29,F,7918,Marié(e),Commercial,Cadre Commercial,1,11,10,2,4,4,3,3,14,0,0,1,1,Transformation Digitale,Frequent,4,1,1,0,1,0,1
35,F,8789,Célibataire,Commercial,Cadre Commercial,1,10,7,3,3,1,4,3,14,0,0,1,3,Marketing,Frequent,0,8,1,0,1,0,0
29,M,2389,Célibataire,Consulting,Assistant de Direction,1,4,3,3,4,3,2,3,13,1,1,18,1,Transformation Digitale,Occasionnel,0,1,1,0,1,1,0
52,F,3212,Célibataire,Consulting,Consultant,7,2,2,3,4,2,2,3,15,0,0,2,3,Infra & Cloud,Occasionnel,2,2,1,4,0,1,0
42,M,19232,Marié(e),Consulting,Senior Manager,1,22,17,3,4,4,3,3,11,0,0,4,2,Entrepreunariat,Occasionnel,11,15,1,0,1,0,0
59,M,2267,Marié(e),Ressources Humaines,Ressources Humaines,8,2,2,2,3,4,2,3,17,0,0,6,2,Transformation Digitale,Occasionnel,2,2,1,5,0,0,0
50,F,19517,Divorcé(e),Commercial,Senior Manager,3,7,0,4,4,3,2,3,11,0,0,1,4,Transformation Digitale,Occasionnel,0,6,1,25,1,0,1
33,M,2436,Marié(e),Consulting,Consultant,5,5,4,3,4,3,1,3,13,1,1,14,3,Transformation Digitale,Occasionnel,0,4,1,3,1,0,1
43,F,16064,Marié(e),Commercial,Senior Manager,5,17,13,4,4,3,3,4,22,1,0,16,3,Marketing,Occasionnel,1,9,1,5,1,1,1
33,F,2707,Marié(e),Consulting,Consultant,7,9,7,1,1,1,4,4,20,0,1,2,2,Infra & Cloud,Occasionnel,1,7,1,4,1,1,0
52,M,19068,Célibataire,Commercial,Senior Manager,1,33,7,1,3,4,4,3,18,1,0,2,4,Infra & Cloud,Aucun,15,12,1,0,1,1,0
32,F,3931,Marié(e),Commercial,Représentant Commercial,2,4,3,3,2,1,3,3,11,0,0,4,2,Infra & Cloud,Occasionnel,1,2,1,2,1,0,1
32,M,3730,Célibataire,Consulting,Consultant,0,3,2,4,3,4,1,3,14,1,1,1,3,Infra & Cloud,Occasionnel,1,2,1,1,1,1,0
39,F,2232,Divorcé(e),Consulting,Consultant,7,3,2,3,3,3,3,3,14,0,0,1,4,Transformation Digitale,Occasionnel,1,2,1,4,1,0,1
32,M,4465,Marié(e),Commercial,Cadre Commercial,0,3,2,3,4,1,3,3,18,0,0,26,4,Marketing,Aucun,2,2,1,1,1,0,0
41,M,3072,Divorcé(e),Consulting,Assistant de Direction,2,1,0,3,1,1,2,3,16,0,0,19,2,Infra & Cloud,Occasionnel,0,0,1,16,1,0,1
40,M,3319,Divorcé(e),Consulting,Assistant de Direction,1,9,8,1,4,1,3,3,17,0,0,24,2,Entrepreunariat,Occasionnel,4,7,1,0,1,0,1
45,M,19202,Marié(e),Consulting,Senior Manager,0,24,0,3,4,3,3,3,11,0,0,1,3,Autre,Occasionnel,1,7,1,1,1,-1,1
31,M,13675,Divorcé(e),Consulting,Directeur Technique,9,2,2,2,3,1,3,3,12,0,0,3,4,Transformation Digitale,Frequent,2,2,1,7,0,0,1
33,F,2911,Marié(e),Consulting,Assistant de Direction,1,2,2,3,4,3,2,3,13,0,0,5,4,Infra & Cloud,Occasionnel,0,2,1,0,0,1,1
34,M,5957,Marié(e),Consulting,Tech Lead,6,11,9,4,1,2,3,3,13,0,0,2,4,Infra & Cloud,Occasionnel,5,9,1,2,1,1,1
37,F,3920,Marié(e),Consulting,Assistant de Direction,2,3,1,3,1,1,2,3,14,0,0,1,2,Transformation Digitale,Occasionnel,0,2,1,14,1,1,1
45,M,6434,Marié(e),Consulting,Tech Lead,4,3,2,1,3,4,3,3,17,0,0,7,4,Infra & Cloud,Frequent,0,2,1,6,1,-1,1
37,M,10048,Divorcé(e),Consulting,Tech Lead,6,1,0,1,3,2,3,3,11,0,1,10,3,Transformation Digitale,Frequent,0,0,1,16,1,0,1
39,F,10938,Célibataire,Consulting,Manager,0,19,6,3,3,4,3,4,25,0,0,2,4,Entrepreunariat,Frequent,11,8,1,1,1,1,0
29,M,2340,Célibataire,Consulting,Assistant de Direction,1,6,5,3,4,1,3,3,19,0,0,15,3,Infra & Cloud,Occasionnel,1,5,1,0,1,0,0
42,F,6545,Célibataire,Consulting,Assistant de Direction,3,3,2,4,1,3,3,3,13,1,0,17,2,Infra & Cloud,Occasionnel,0,2,1,7,1,-1,0
29,M,6931,Divorcé(e),Commercial,Cadre Commercial,2,3,2,4,4,4,3,3,14,0,0,20,2,Marketing,Occasionnel,0,2,1,7,1,0,1
25,F,4898,Marié(e),Consulting,Tech Lead,0,4,2,1,3,4,3,3,12,0,0,1,3,Infra & Cloud,Occasionnel,1,2,1,1,1,0,1
42,F,2593,Divorcé(e),Consulting,Consultant,0,9,6,4,1,3,3,3,11,1,0,2,3,Transformation Digitale,Occasionnel,7,8,1,1,1,1,1
40,M,19436,Divorcé(e),Consulting,Directeur Technique,0,21,7,1,3,4,3,3,19,0,0,2,2,Transformation Digitale,Occasionnel,3,9,1,1,1,0,1
51,M,2723,Marié(e),Consulting,Assistant de Direction,1,1,0,3,4,2,2,3,11,0,0,1,3,Infra & Cloud,Occasionnel,0,0,0,0,1,0,0
31,M,3479,Célibataire,Consulting,Consultant,0,5,4,3,2,2,4,3,11,0,1,29,2,Transformation Digitale,Frequent,1,4,1,1,1,1,0
32,M,2794,Marié(e),Consulting,Consultant,1,5,1,2,2,3,1,4,20,0,0,7,3,Infra & Cloud,Frequent,0,3,1,0,1,0,0
38,M,5249,Marié(e),Commercial,Cadre Commercial,3,8,7,4,4,4,3,3,18,0,0,2,2,Infra & Cloud,Aucun,7,5,0,5,1,1,1
32,M,2176,Célibataire,Consulting,Consultant,4,6,2,4,1,4,3,3,13,0,0,2,1,Entrepreunariat,Occasionnel,0,4,1,3,1,1,0
46,F,16872,Marié(e),Commercial,Senior Manager,3,7,7,3,2,2,2,3,12,1,0,2,3,Entrepreunariat,Occasionnel,7,7,1,21,0,2,1
28,M,3485,Célibataire,Consulting,Consultant,2,0,0,1,3,3,1,3,11,0,1,2,4,Infra & Cloud,Occasionnel,0,0,1,5,0,0,0
29,M,6644,Marié(e),Commercial,Cadre Commercial,2,0,0,1,2,2,3,3,19,0,0,2,3,Transformation Digitale,Occasionnel,0,0,1,10,0,1,1
31,M,5582,Marié(e),Consulting,Manager,0,9,0,2,4,2,3,4,21,0,0,23,3,Transformation Digitale,Occasionnel,7,8,1,1,1,2,1
25,M,4000,Divorcé(e),Consulting,Manager,1,6,3,2,1,4,3,3,12,0,0,5,2,Infra & Cloud,Aucun,1,5,1,0,1,-1,1
45,M,13496,Marié(e),Consulting,Manager,0,20,7,3,4,2,3,3,14,1,0,20,2,Transformation Digitale,Occasionnel,4,10,1,1,1,0,0
36,M,3210,Marié(e),Consulting,Consultant,0,15,13,4,4,3,3,3,11,0,0,6,3,Infra & Cloud,Occasionnel,10,11,1,1,1,0,1
55,M,19045,Célibataire,Consulting,Senior Manager,0,36,10,4,1,3,3,3,14,1,0,1,3,Transformation Digitale,Occasionnel,4,13,1,1,1,0,0
47,M,11849,Marié(e),Consulting,Senior Manager,1,10,7,1,2,4,2,3,12,1,1,29,4,Infra & Cloud,Aucun,9,9,1,0,1,0,1
28,M,2070,Marié(e),Consulting,Assistant de Direction,1,5,2,4,4,4,2,4,23,0,0,9,3,Transformation Digitale,Occasionnel,0,4,1,0,1,1,1
37,M,6502,Marié(e),Commercial,Cadre Commercial,4,5,4,3,4,2,4,3,14,0,0,6,4,Transformation Digitale,Occasionnel,0,1,1,2,1,0,1
21,M,3230,Célibataire,Consulting,Assistant de Direction,1,3,2,4,3,1,4,3,17,0,0,3,2,Transformation Digitale,Occasionnel,1,0,1,0,1,1,0
37,F,13603,Divorcé(e),Consulting,Directeur Technique,2,5,2,1,4,1,3,3,18,1,0,1,4,Transformation Digitale,Aucun,0,2,1,10,1,0,1
35,F,11996,Divorcé(e),Consulting,Senior Manager,7,7,7,2,2,2,2,3,18,0,0,22,3,Infra & Cloud,Occasionnel,6,2,1,3,0,-1,1
38,F,5605,Divorcé(e),Commercial,Cadre Commercial,1,8,0,1,1,3,3,4,24,1,0,7,2,Transformation Digitale,Occasionnel,7,7,1,0,1,0,1
26,F,6397,Divorcé(e),Consulting,Tech Lead,1,6,5,3,2,1,1,4,20,0,0,1,3,Infra & Cloud,Frequent,1,4,1,0,1,1,1
50,M,19144,Divorcé(e),Consulting,Directeur Technique,3,10,4,1,2,1,2,3,14,0,0,4,1,Infra & Cloud,Occasionnel,1,6,1,18,1,0,1
53,M,17584,Marié(e),Consulting,Directeur Technique,3,5,3,3,3,4,2,3,16,1,0,3,4,Transformation Digitale,Occasionnel,1,3,1,16,1,0,1
42,M,4907,Marié(e),Commercial,Cadre Commercial,1,20,16,2,3,3,3,4,25,0,0,1,1,Infra & Cloud,Occasionnel,11,6,1,0,1,1,0
29,M,4554,Célibataire,Commercial,Cadre Commercial,1,10,7,2,4,1,2,3,18,0,0,2,2,Infra & Cloud,Frequent,0,9,1,0,1,0,0
55,M,5415,Marié(e),Consulting,Consultant,3,10,7,2,4,4,3,3,19,1,0,20,2,Entrepreunariat,Occasionnel,0,8,1,2,1,0,1
26,M,4741,Marié(e),Consulting,Manager,1,5,3,1,1,3,3,3,13,1,0,11,2,Transformation Digitale,Frequent,3,3,1,0,1,0,1
37,F,2115,Célibataire,Consulting,Assistant de Direction,1,17,12,4,4,2,3,3,12,0,0,1,3,Infra & Cloud,Occasionnel,5,7,1,0,1,0,0
44,M,3161,Divorcé(e),Consulting,Consultant,3,1,0,4,3,4,1,4,22,1,1,24,3,Infra & Cloud,Frequent,0,0,0,18,1,1,1
38,M,5745,Divorcé(e),Consulting,Manager,9,2,2,4,4,2,3,3,14,0,0,23,4,Infra & Cloud,Occasionnel,1,2,1,8,0,0,1
26,M,2373,Divorcé(e),Consulting,Consultant,2,3,2,1,2,4,3,3,13,1,1,16,4,Transformation Digitale,Occasionnel,0,2,1,2,1,0,1
28,F,3310,Célibataire,Consulting,Assistant de Direction,1,5,3,4,4,4,3,4,21,0,0,8,2,Infra & Cloud,Occasionnel,0,2,1,0,1,1,0
49,F,18665,Célibataire,Consulting,Directeur Technique,9,3,2,3,1,4,3,3,11,1,0,10,4,Infra & Cloud,Frequent,1,2,1,19,1,0,0
36,M,4485,Célibataire,Consulting,Assistant de Direction,4,8,0,3,2,4,3,3,12,0,0,3,3,Entrepreunariat,Occasionnel,7,7,1,2,1,0,0
31,F,2789,Divorcé(e),Commercial,Représentant Commercial,1,2,2,4,2,3,2,3,11,0,0,5,3,Marketing,Frequent,2,2,1,0,0,0,1
26,M,5828,Célibataire,Commercial,Cadre Commercial,1,8,7,4,4,2,3,3,12,1,1,4,4,Marketing,Occasionnel,7,4,0,0,1,1,0
37,M,2326,Marié(e),Consulting,Assistant de Direction,1,4,2,2,4,3,2,3,12,1,0,9,3,Transformation Digitale,Frequent,1,2,1,0,1,0,1
42,F,13525,Marié(e),Commercial,Cadre Commercial,5,20,4,3,2,4,4,3,14,0,0,26,3,Marketing,Frequent,4,8,1,3,1,0,1
18,M,1420,Célibataire,Consulting,Consultant,1,0,0,3,3,3,3,3,13,0,1,3,3,Infra & Cloud,Occasionnel,0,0,1,0,0,0,0
35,M,8020,Marié(e),Commercial,Cadre Commercial,0,11,9,3,2,3,2,3,15,0,0,16,3,Marketing,Occasionnel,6,9,1,1,1,0,1
36,M,3688,Marié(e),Consulting,Consultant,4,1,0,3,4,4,3,3,18,0,0,18,4,Infra & Cloud,Frequent,0,0,1,3,1,-1,1
51,M,5482,Divorcé(e),Consulting,Tech Lead,5,4,1,4,2,4,3,3,18,0,0,2,3,Transformation Digitale,Occasionnel,1,2,1,9,1,2,1
41,M,16015,Célibataire,Commercial,Senior Manager,1,22,10,4,2,2,3,3,19,0,0,2,4,Infra & Cloud,Occasionnel,0,4,1,0,1,0,0
18,F,1200,Célibataire,Commercial,Représentant Commercial,1,0,0,4,3,1,3,3,12,0,0,10,3,Transformation Digitale,Occasionnel,0,0,1,0,0,1,0
28,M,5661,Célibataire,Consulting,Manager,0,8,3,2,1,3,3,3,19,0,0,16,2,Transformation Digitale,Occasionnel,0,7,1,1,1,-1,0
31,M,6929,Marié(e),Commercial,Cadre Commercial,4,8,7,2,4,2,2,3,11,0,0,7,3,Entrepreunariat,Occasionnel,7,7,1,2,1,-1,1
39,M,9613,Divorcé(e),Consulting,Manager,0,18,10,3,4,1,2,3,17,0,0,1,3,Transformation Digitale,Occasionnel,3,7,1,1,1,-1,1
36,F,5674,Marié(e),Consulting,Consultant,7,9,8,2,2,3,3,3,15,0,0,24,4,Infra & Cloud,Aucun,0,8,1,2,1,0,1
32,M,5484,Marié(e),Commercial,Cadre Commercial,1,13,8,4,3,3,2,3,14,0,0,7,3,Infra & Cloud,Occasionnel,4,8,1,0,1,1,1
38,F,12061,Marié(e),Consulting,Directeur Technique,3,10,8,1,2,3,3,3,17,0,0,25,2,Infra & Cloud,Occasionnel,0,1,1,9,1,1,1
58,M,5660,Divorcé(e),Consulting,Manager,2,5,3,4,3,4,3,3,13,1,0,1,4,Infra & Cloud,Aucun,1,2,1,7,1,2,1
31,M,4821,Marié(e),Consulting,Assistant de Direction,0,5,2,3,4,3,3,3,12,1,0,5,4,Entrepreunariat,Occasionnel,0,3,1,1,1,0,1
31,M,6410,Marié(e),Ressources Humaines,Ressources Humaines,3,2,2,1,1,4,3,3,12,0,0,2,3,Ressources Humaines,Occasionnel,1,0,1,7,0,1,0
45,M,5210,Divorcé(e),Consulting,Consultant,1,24,9,1,1,1,3,3,18,0,0,7,3,Infra & Cloud,Frequent,9,11,1,0,1,0,1
31,M,2695,Divorcé(e),Consulting,Assistant de Direction,0,2,2,3,4,2,1,3,18,1,0,2,4,Infra & Cloud,Occasionnel,2,2,1,1,0,0,1
33,F,11878,Marié(e),Consulting,Senior Manager,6,10,6,4,2,2,3,3,11,0,0,5,4,Infra & Cloud,Frequent,8,8,1,2,1,0,1
39,M,17068,Marié(e),Consulting,Senior Manager,1,21,9,3,1,4,3,3,14,1,0,10,1,Transformation Digitale,Occasionnel,11,10,1,0,1,0,0
43,F,2455,Célibataire,Consulting,Consultant,0,8,7,3,4,1,3,3,19,0,0,10,4,Infra & Cloud,Frequent,1,7,1,1,1,0,0
49,F,13964,Célibataire,Consulting,Manager,7,7,1,3,3,4,3,3,12,1,0,1,2,Entrepreunariat,Occasionnel,0,7,1,18,1,1,0
52,M,4941,Marié(e),Consulting,Assistant de Direction,2,8,2,3,2,1,2,3,15,0,1,8,4,Transformation Digitale,Occasionnel,7,7,1,3,1,1,0
27,F,2478,Célibataire,Consulting,Assistant de Direction,1,4,3,3,2,2,2,3,12,1,0,5,3,Infra & Cloud,Occasionnel,1,2,1,0,1,0,0
32,F,5228,Marié(e),Commercial,Cadre Commercial,1,13,12,3,2,4,3,3,11,1,0,8,2,Entrepreunariat,Occasionnel,11,9,1,0,1,1,0
27,M,4478,Célibataire,Commercial,Cadre Commercial,1,5,4,4,3,1,3,3,11,1,0,2,3,Infra & Cloud,Occasionnel,0,4,1,0,1,0,0
31,M,7547,Divorcé(e),Commercial,Cadre Commercial,4,7,7,4,4,4,3,3,12,0,0,7,3,Marketing,Occasionnel,1,7,1,6,0,0,1
32,F,5055,Célibataire,Consulting,Assistant de Direction,7,7,7,1,4,3,2,3,16,0,0,2,4,Transformation Digitale,Occasionnel,0,7,0,3,0,-1,0
28,M,3464,Marié(e),Consulting,Assistant de Direction,5,3,2,1,4,4,2,3,13,1,1,2,4,Transformation Digitale,Occasionnel,2,2,1,2,1,2,0
30,F,5775,Marié(e),Consulting,Assistant de Direction,1,10,8,4,4,4,3,3,13,0,0,28,2,Transformation Digitale,Occasionnel,1,9,1,1,1,0,1
31,F,8943,Marié(e),Consulting,Tech Lead,1,10,9,3,3,1,3,4,24,0,0,7,2,Infra & Cloud,Frequent,8,9,1,0,1,2,1
39,M,19272,Marié(e),Consulting,Senior Manager,1,21,9,3,4,1,3,3,15,0,0,7,2,Transformation Digitale,Frequent,13,3,1,0,1,1,1
39,F,5238,Marié(e),Commercial,Cadre Commercial,4,1,0,4,3,1,2,3,18,1,1,3,2,Transformation Digitale,Occasionnel,0,0,1,11,1,0,0
33,M,4682,Célibataire,Commercial,Cadre Commercial,3,7,7,2,4,3,2,3,14,0,0,10,3,Marketing,Frequent,0,1,1,2,0,1,0
47,M,18300,Marié(e),Consulting,Directeur Technique,4,3,2,4,3,2,3,3,11,0,0,5,5,Infra & Cloud,Occasionnel,1,1,1,18,1,0,1
43,F,5257,Divorcé(e),Consulting,Consultant,1,9,7,3,3,2,4,3,11,0,0,10,4,Infra & Cloud,Frequent,0,0,1,0,1,1,1
27,M,6349,Marié(e),Commercial,Cadre Commercial,0,5,4,3,2,4,3,3,13,1,0,1,1,Marketing,Aucun,1,4,0,1,1,0,1
54,F,4869,Célibataire,Consulting,Assistant de Direction,3,4,3,4,3,4,2,3,12,0,0,20,4,Infra & Cloud,Frequent,0,3,1,16,1,0,0
43,F,9985,Marié(e),Consulting,Manager,8,1,0,3,1,1,2,3,16,0,0,7,3,Infra & Cloud,Occasionnel,0,0,1,9,1,0,1
45,M,3697,Marié(e),Consulting,Assistant de Direction,9,10,9,4,4,1,3,3,14,0,0,8,4,Autre,Occasionnel,9,8,1,2,1,0,1
